UID,composite_ID,test,congruence,theta,se_theta,Age,Age_c,TSVR_hours,recip_TSVR,log_TSVR
A029,A029_1,1,Congruent,2.0094688,0.2061241640685505,25.0,-19.57,1.0,0.5,0.6931471805599453
A029,A029_2,2,Congruent,-1.0400926,0.2061241640685505,25.0,-19.57,28.43,0.03397893306150187,3.382014562245381
A029,A029_3,3,Congruent,1.1122811,0.2061241640685505,25.0,-19.57,93.26,0.010608953957139825,4.546056921495585
A029,A029_4,4,Congruent,0.76615715,0.2061241640685505,25.0,-19.57,143.14,0.006937699458859443,4.970785049496295
A030,A030_1,1,Congruent,-0.06886573,0.2061241640685505,31.0,-13.57,1.0,0.5,0.6931471805599453
A030,A030_2,2,Congruent,1.0834099,0.2061241640685505,31.0,-13.57,32.95,0.02945508100147275,3.5248888540047054
A030,A030_3,3,Congruent,0.44725955,0.2061241640685505,31.0,-13.57,71.93,0.01371177841766077,4.289500076996142
A030,A030_4,4,Congruent,0.5109756,0.2061241640685505,31.0,-13.57,150.46,0.006602403274792024,5.020321563685677
A031,A031_1,1,Congruent,0.50127923,0.2061241640685505,32.0,-12.57,1.0,0.5,0.6931471805599453
A031,A031_2,2,Congruent,-0.14592373,0.2061241640685505,32.0,-12.57,32.41,0.0299311583358276,3.508855256368665
A031,A031_3,3,Congruent,-0.8554333,0.2061241640685505,32.0,-12.57,71.56,0.013781697905181918,4.2844138058068815
A031,A031_4,4,Congruent,-0.5366472,0.2061241640685505,32.0,-12.57,143.85,0.0069036934760096655,4.975698724215359
A032,A032_1,1,Congruent,-0.35136977,0.2061241640685505,33.0,-11.57,1.0,0.5,0.6931471805599453
A032,A032_2,2,Congruent,0.803311,0.2061241640685505,33.0,-11.57,57.18,0.017188037126160193,4.063541653067055
A032,A032_3,3,Congruent,0.8270539,0.2061241640685505,33.0,-11.57,80.16,0.01232134056185313,4.396422514957614
A032,A032_4,4,Congruent,1.7046412,0.2061241640685505,33.0,-11.57,144.51,0.0068723799051611575,4.980244812772187
A033,A033_1,1,Congruent,-0.43331796,0.2061241640685505,32.0,-12.57,1.0,0.5,0.6931471805599453
A033,A033_2,2,Congruent,0.6877826,0.2061241640685505,32.0,-12.57,29.16,0.033156498673740056,3.4065165431397553
A033,A033_3,3,Congruent,0.84835505,0.2061241640685505,32.0,-12.57,72.6,0.013586956521739132,4.298645025734831
A033,A033_4,4,Congruent,-0.1874351,0.2061241640685505,32.0,-12.57,168.33,0.005905628063544557,5.131849473677249
A034,A034_1,1,Congruent,1.1752179,0.2061241640685505,33.0,-11.57,1.0,0.5,0.6931471805599453
A034,A034_2,2,Congruent,0.8730519,0.2061241640685505,33.0,-11.57,26.08,0.03692762186115214,3.298795448044074
A034,A034_3,3,Congruent,-0.32315242,0.2061241640685505,33.0,-11.57,74.28,0.013283740701381509,4.3212144952771245
A034,A034_4,4,Congruent,0.09952562,0.2061241640685505,33.0,-11.57,145.38,0.006831534362617844,4.986205980173081
A035,A035_1,1,Congruent,-0.9139977,0.2061241640685505,34.0,-10.57,1.0,0.5,0.6931471805599453
A035,A035_2,2,Congruent,0.81915426,0.2061241640685505,34.0,-10.57,44.76,0.021853146853146856,3.8234103470715426
A035,A035_3,3,Congruent,0.21742025,0.2061241640685505,34.0,-10.57,79.98,0.012348728081007655,4.394202210604015
A035,A035_4,4,Congruent,-0.7487059,0.2061241640685505,34.0,-10.57,152.47,0.006515931452401121,5.033505108187003
A036,A036_1,1,Congruent,0.8550636,0.2061241640685505,30.0,-14.57,1.0,0.5,0.6931471805599453
A036,A036_2,2,Congruent,-0.12540075,0.2061241640685505,30.0,-14.57,21.63,0.04418912947414936,3.119276459645446
A036,A036_3,3,Congruent,0.28238106,0.2061241640685505,30.0,-14.57,71.47,0.013798813302056023,4.28317268312119
A036,A036_4,4,Congruent,-1.0393022,0.2061241640685505,30.0,-14.57,143.85,0.0069036934760096655,4.975698724215359
A037,A037_1,1,Congruent,0.22852391,0.2061241640685505,31.0,-13.57,1.0,0.5,0.6931471805599453
A037,A037_2,2,Congruent,0.30562398,0.2061241640685505,31.0,-13.57,23.7,0.04048582995951417,3.2068032436339315
A037,A037_3,3,Congruent,0.815768,0.2061241640685505,31.0,-13.57,72.08,0.013683634373289545,4.291554731509806
A037,A037_4,4,Congruent,-0.58786523,0.2061241640685505,31.0,-13.57,143.66,0.006912760956726116,4.974386161421135
A038,A038_1,1,Congruent,0.9585948,0.2061241640685505,32.0,-12.57,1.0,0.5,0.6931471805599453
A038,A038_2,2,Congruent,-0.8893782,0.2061241640685505,32.0,-12.57,71.85,0.013726835964310227,4.288402532641213
A038,A038_3,3,Congruent,-0.29861468,0.2061241640685505,32.0,-12.57,72.86,0.013539128080151638,4.3021714094244174
A038,A038_4,4,Congruent,-0.17653099,0.2061241640685505,32.0,-12.57,152.89,0.006498148027812074,5.0362380614757605
A039,A039_1,1,Congruent,1.5005066,0.2061241640685505,31.0,-13.57,1.0,0.5,0.6931471805599453
A039,A039_2,2,Congruent,0.20797212,0.2061241640685505,31.0,-13.57,28.65,0.03372681281618887,3.3894621254437345
A039,A039_3,3,Congruent,0.2044791,0.2061241640685505,31.0,-13.57,98.84,0.01001602564102564,4.603568904621118
A039,A039_4,4,Congruent,0.56958055,0.2061241640685505,31.0,-13.57,246.24,0.004044652968775279,5.510359524791073
A040,A040_1,1,Congruent,-0.48951146,0.2061241640685505,38.0,-6.57,1.0,0.5,0.6931471805599453
A040,A040_2,2,Congruent,-0.74336016,0.2061241640685505,38.0,-6.57,26.26,0.036683785766691124,3.3054204262683866
A040,A040_3,3,Congruent,-1.1314414,0.2061241640685505,38.0,-6.57,71.28,0.01383508577753182,4.280547465724028
A040,A040_4,4,Congruent,-0.48939034,0.2061241640685505,38.0,-6.57,143.53,0.006918978758735211,4.97348709846075
A041,A041_1,1,Congruent,1.5223323,0.2061241640685505,35.0,-9.57,1.0,0.5,0.6931471805599453
A041,A041_2,2,Congruent,-1.1600494,0.2061241640685505,35.0,-9.57,31.78,0.03050640634533252,3.4898185733156835
A041,A041_3,3,Congruent,1.2294152,0.2061241640685505,35.0,-9.57,75.74,0.013031013812874642,4.340423084818807
A041,A041_4,4,Congruent,-0.07053544,0.2061241640685505,35.0,-9.57,141.84,0.007000840100812097,4.961725122726247
A042,A042_1,1,Congruent,-0.94992256,0.2061241640685505,38.0,-6.57,1.0,0.5,0.6931471805599453
A042,A042_2,2,Congruent,-0.5381136,0.2061241640685505,38.0,-6.57,28.93,0.03341129301703976,3.3988613218646075
A042,A042_3,3,Congruent,-1.0232941,0.2061241640685505,38.0,-6.57,72.17,0.013666803334700014,4.292785500895938
A042,A042_4,4,Congruent,-0.9369889,0.2061241640685505,38.0,-6.57,146.02,0.006801795674057951,4.9905686319459415
A043,A043_1,1,Congruent,-0.15874355,0.2061241640685505,38.0,-6.57,1.0,0.5,0.6931471805599453
A043,A043_2,2,Congruent,0.34835568,0.2061241640685505,38.0,-6.57,25.62,0.037565740045078885,3.2816628129669656
A043,A043_3,3,Congruent,-0.17773217,0.2061241640685505,38.0,-6.57,64.94,0.015165301789505611,4.188745237643585
A043,A043_4,4,Congruent,0.36557552,0.2061241640685505,38.0,-6.57,149.33,0.006652032195835827,5.012832877639743
A044,A044_1,1,Congruent,-0.42967826,0.2061241640685505,38.0,-6.57,1.0,0.5,0.6931471805599453
A044,A044_2,2,Congruent,0.29979682,0.2061241640685505,38.0,-6.57,47.66,0.020550760378133994,3.8848573373553763
A044,A044_3,3,Congruent,-1.0432105,0.2061241640685505,38.0,-6.57,91.63,0.010795638562020943,4.5286130632659365
A044,A044_4,4,Congruent,-0.95710677,0.2061241640685505,38.0,-6.57,155.27,0.00639918090484418,5.0515852804252095
A045,A045_1,1,Congruent,0.5991259,0.2061241640685505,37.0,-7.57,1.0,0.5,0.6931471805599453
A045,A045_2,2,Congruent,-0.7401306,0.2061241640685505,37.0,-7.57,24.66,0.03897116134060795,3.2449333591874905
A045,A045_3,3,Congruent,-1.3838344,0.2061241640685505,37.0,-7.57,72.23,0.013655605626109518,4.2936051730729785
A045,A045_4,4,Congruent,-0.50810874,0.2061241640685505,37.0,-7.57,151.52,0.006556517178075006,5.027295734989363
A046,A046_1,1,Congruent,-0.8820126,0.2061241640685505,38.0,-6.57,1.0,0.5,0.6931471805599453
A046,A046_2,2,Congruent,-1.3599145,0.2061241640685505,38.0,-6.57,24.32,0.03949447077409163,3.2315945972759756
A046,A046_3,3,Congruent,-1.5709262,0.2061241640685505,38.0,-6.57,73.05,0.013504388926401082,4.304740540713808
A046,A046_4,4,Congruent,-0.717223,0.2061241640685505,38.0,-6.57,147.94,0.006714113065664026,5.003543540282499
A047,A047_1,1,Congruent,-1.0092126,0.2061241640685505,36.0,-8.57,1.0,0.5,0.6931471805599453
A047,A047_2,2,Congruent,-0.5068236,0.2061241640685505,36.0,-8.57,23.46,0.04088307440719542,3.1970391302590264
A047,A047_3,3,Congruent,-0.5343058,0.2061241640685505,36.0,-8.57,76.85,0.012845215157353887,4.354783898280007
A047,A047_4,4,Congruent,-1.0075923,0.2061241640685505,36.0,-8.57,144.22,0.006886103842445944,4.978249833952101
A048,A048_1,1,Congruent,1.693677,0.2061241640685505,38.0,-6.57,1.0,0.5,0.6931471805599453
A048,A048_2,2,Congruent,0.7271685,0.2061241640685505,38.0,-6.57,23.91,0.04014452027298274,3.215269329274089
A048,A048_3,3,Congruent,0.8357988,0.2061241640685505,38.0,-6.57,81.15,0.012172854534388313,4.408546844483277
A048,A048_4,4,Congruent,-0.4917495,0.2061241640685505,38.0,-6.57,146.3,0.00678886625933469,4.9924713234685845
A049,A049_1,1,Congruent,2.279931,0.2061241640685505,35.0,-9.57,1.0,0.5,0.6931471805599453
A049,A049_2,2,Congruent,-0.3166686,0.2061241640685505,35.0,-9.57,27.12,0.03556187766714082,3.336481066942464
A049,A049_3,3,Congruent,0.49153835,0.2061241640685505,35.0,-9.57,111.38,0.008898380494749955,4.721885985684052
A049,A049_4,4,Congruent,1.0439023,0.2061241640685505,35.0,-9.57,168.86,0.005887201224537854,5.134974568351863
A050,A050_1,1,Congruent,-0.65952903,0.2061241640685505,41.0,-3.5700000000000003,1.0,0.5,0.6931471805599453
A050,A050_2,2,Congruent,-0.23185472,0.2061241640685505,41.0,-3.5700000000000003,24.73,0.0388651379712398,3.2476576262936527
A050,A050_3,3,Congruent,-0.99920005,0.2061241640685505,41.0,-3.5700000000000003,93.39,0.010594342621040365,4.547435135336853
A050,A050_4,4,Congruent,-0.44994792,0.2061241640685505,41.0,-3.5700000000000003,148.69,0.006680472977486807,5.008566488927144
A051,A051_1,1,Congruent,1.9709882,0.2061241640685505,41.0,-3.5700000000000003,1.0,0.5,0.6931471805599453
A051,A051_2,2,Congruent,-0.11904877,0.2061241640685505,41.0,-3.5700000000000003,17.16,0.05506607929515418,2.8992213731731473
A051,A051_3,3,Congruent,-0.5767097,0.2061241640685505,41.0,-3.5700000000000003,65.63,0.015008254539996999,4.199154926574446
A051,A051_4,4,Congruent,0.17635673,0.2061241640685505,41.0,-3.5700000000000003,146.99,0.006757213325224677,4.997144703913756
A052,A052_1,1,Congruent,0.70940566,0.2061241640685505,43.0,-1.5700000000000003,1.0,0.5,0.6931471805599453
A052,A052_2,2,Congruent,-0.63751054,0.2061241640685505,43.0,-1.5700000000000003,31.76,0.03052503052503052,3.4892082589848687
A052,A052_3,3,Congruent,0.012148218,0.2061241640685505,43.0,-1.5700000000000003,80.98,0.01219809709685289,4.406475315076191
A052,A052_4,4,Congruent,-0.5512451,0.2061241640685505,43.0,-1.5700000000000003,153.27,0.006482141699617553,5.038704314023848
A053,A053_1,1,Congruent,1.3026041,0.2061241640685505,44.0,-0.5700000000000003,1.0,0.5,0.6931471805599453
A053,A053_2,2,Congruent,0.30480924,0.2061241640685505,44.0,-0.5700000000000003,32.71,0.029664787896766538,3.5177945292459696
A053,A053_3,3,Congruent,0.0602048,0.2061241640685505,44.0,-0.5700000000000003,78.28,0.012613521695257316,4.372985890021733
A053,A053_4,4,Congruent,-0.9437242,0.2061241640685505,44.0,-0.5700000000000003,148.9,0.0066711140760507,5.009968405108552
A054,A054_1,1,Congruent,0.054836024,0.2061241640685505,43.0,-1.5700000000000003,1.0,0.5,0.6931471805599453
A054,A054_2,2,Congruent,0.6558441,0.2061241640685505,43.0,-1.5700000000000003,16.9,0.0558659217877095,2.884800712846709
A054,A054_3,3,Congruent,0.8645091,0.2061241640685505,43.0,-1.5700000000000003,72.83,0.013544629554381687,4.3017651530710745
A054,A054_4,4,Congruent,1.0623502,0.2061241640685505,43.0,-1.5700000000000003,136.83,0.00725531451788435,4.926021041706347
A055,A055_1,1,Congruent,-0.48899728,0.2061241640685505,44.0,-0.5700000000000003,1.0,0.5,0.6931471805599453
A055,A055_2,2,Congruent,0.6668252,0.2061241640685505,44.0,-0.5700000000000003,23.24,0.041254125412541254,3.1880041612011136
A055,A055_3,3,Congruent,0.23135751,0.2061241640685505,44.0,-0.5700000000000003,74.48,0.013248542660307365,4.32386772050035
A055,A055_4,4,Congruent,-1.3891442,0.2061241640685505,44.0,-0.5700000000000003,149.21,0.006657346381732241,5.012034315009963
A056,A056_1,1,Congruent,1.474186,0.2061241640685505,42.0,-2.5700000000000003,1.0,0.5,0.6931471805599453
A056,A056_2,2,Congruent,-0.084054,0.2061241640685505,42.0,-2.5700000000000003,33.61,0.02889338341519792,3.544142657647253
A056,A056_3,3,Congruent,-0.08848558,0.2061241640685505,42.0,-2.5700000000000003,71.46,0.013800717637317142,4.283034685466931
A056,A056_4,4,Congruent,-1.1969587,0.2061241640685505,42.0,-2.5700000000000003,147.84,0.0067186240257995165,5.002871903478422
A057,A057_1,1,Congruent,0.15659064,0.2061241640685505,40.0,-4.57,1.0,0.5,0.6931471805599453
A057,A057_2,2,Congruent,-1.1784263,0.2061241640685505,40.0,-4.57,24.78,0.038789759503491075,3.2495989975110415
A057,A057_3,3,Congruent,0.18975516,0.2061241640685505,40.0,-4.57,73.83,0.013363624214887078,4.315218874092267
A057,A057_4,4,Congruent,-0.96282315,0.2061241640685505,40.0,-4.57,145.06,0.006846501437765302,4.984017496191964
A058,A058_1,1,Congruent,1.9888922,0.2061241640685505,42.0,-2.5700000000000003,1.0,0.5,0.6931471805599453
A058,A058_2,2,Congruent,-0.28160018,0.2061241640685505,42.0,-2.5700000000000003,22.96,0.041736227045075125,3.1763857732472487
A058,A058_3,3,Congruent,-1.0928406,0.2061241640685505,42.0,-2.5700000000000003,66.28,0.014863258026159334,4.208863015664693
A058,A058_4,4,Congruent,-0.57762057,0.2061241640685505,42.0,-2.5700000000000003,143.48,0.006921373200442968,4.973141089668675
A059,A059_1,1,Congruent,0.41310668,0.2061241640685505,43.0,-1.5700000000000003,1.0,0.5,0.6931471805599453
A059,A059_2,2,Congruent,-0.16240932,0.2061241640685505,43.0,-1.5700000000000003,30.4,0.03184713375796178,3.4468078929142076
A059,A059_3,3,Congruent,1.0853677,0.2061241640685505,43.0,-1.5700000000000003,79.78,0.012379301807378064,4.391729410135267
A059,A059_4,4,Congruent,0.24016263,0.2061241640685505,43.0,-1.5700000000000003,151.93,0.00653893938403191,5.029980300360032
A060,A060_1,1,Congruent,0.14170144,0.2061241640685505,48.0,3.4299999999999997,1.0,0.5,0.6931471805599453
A060,A060_2,2,Congruent,0.03884568,0.2061241640685505,48.0,3.4299999999999997,24.87,0.038654812524159254,3.2530839961979376
A060,A060_3,3,Congruent,0.5968047,0.2061241640685505,48.0,3.4299999999999997,94.68,0.010451505016722408,4.561009290202322
A060,A060_4,4,Congruent,0.2312482,0.2061241640685505,48.0,3.4299999999999997,143.91,0.006900835001035125,4.976112860057833
A061,A061_1,1,Congruent,2.2994933,0.2061241640685505,47.0,2.4299999999999997,1.0,0.5,0.6931471805599453
A061,A061_2,2,Congruent,-0.5375559,0.2061241640685505,47.0,2.4299999999999997,35.16,0.02765486725663717,3.5879535355239756
A061,A061_3,3,Congruent,0.7270554,0.2061241640685505,47.0,2.4299999999999997,82.55,0.01196888090963495,4.425445255041403
A061,A061_4,4,Congruent,-0.38772622,0.2061241640685505,47.0,2.4299999999999997,146.56,0.006776904310111141,4.994234872728475
A062,A062_1,1,Congruent,-0.62250435,0.2061241640685505,48.0,3.4299999999999997,1.0,0.5,0.6931471805599453
A062,A062_2,2,Congruent,0.71979195,0.2061241640685505,48.0,3.4299999999999997,44.69,0.02188662727073758,3.8218794555751803
A062,A062_3,3,Congruent,-0.2396038,0.2061241640685505,48.0,3.4299999999999997,92.72,0.010670081092616303,4.540311613639595
A062,A062_4,4,Congruent,-1.1185472,0.2061241640685505,48.0,3.4299999999999997,149.18,0.006658676255160474,5.011834574671738
A063,A063_1,1,Congruent,1.5583135,0.2061241640685505,45.0,0.4299999999999997,1.0,0.5,0.6931471805599453
A063,A063_2,2,Congruent,0.57301795,0.2061241640685505,45.0,0.4299999999999997,21.98,0.04351610095735422,3.1346242724206097
A063,A063_3,3,Congruent,-1.0391557,0.2061241640685505,45.0,0.4299999999999997,69.99,0.014086491055078181,4.262539022051294
A063,A063_4,4,Congruent,-0.44467676,0.2061241640685505,45.0,0.4299999999999997,141.09,0.007037792948131466,4.956460659649984
A064,A064_1,1,Congruent,-0.033955097,0.2061241640685505,47.0,2.4299999999999997,1.0,0.5,0.6931471805599453
A064,A064_2,2,Congruent,0.8330822,0.2061241640685505,47.0,2.4299999999999997,37.65,0.0258732212160414,3.654546775033431
A064,A064_3,3,Congruent,0.5105676,0.2061241640685505,47.0,2.4299999999999997,82.99,0.011906179307060364,4.430697744137536
A064,A064_4,4,Congruent,-0.44249845,0.2061241640685505,47.0,2.4299999999999997,156.21,0.006360918516633802,5.057582491203423
A065,A065_1,1,Congruent,-1.2773031,0.2061241640685505,47.0,2.4299999999999997,1.0,0.5,0.6931471805599453
A065,A065_2,2,Congruent,0.064162605,0.2061241640685505,47.0,2.4299999999999997,32.31,0.030021014710297205,3.5058576522055884
A065,A065_3,3,Congruent,-1.6138492,0.2061241640685505,47.0,2.4299999999999997,106.41,0.009310120100549298,4.676653287609955
A065,A065_4,4,Congruent,-1.7445728,0.2061241640685505,47.0,2.4299999999999997,187.43,0.005307010560951016,5.238726585134399
A066,A066_1,1,Congruent,-0.34936783,0.2061241640685505,47.0,2.4299999999999997,1.0,0.5,0.6931471805599453
A066,A066_2,2,Congruent,-0.483148,0.2061241640685505,47.0,2.4299999999999997,23.35,0.04106776180698152,3.192531849528599
A066,A066_3,3,Congruent,-0.86631346,0.2061241640685505,47.0,2.4299999999999997,73.79,0.013370771493515175,4.314684186203576
A066,A066_4,4,Congruent,-0.760719,0.2061241640685505,47.0,2.4299999999999997,164.93,0.00602663773880552,5.111566012674697
A067,A067_1,1,Congruent,-0.35323784,0.2061241640685505,48.0,3.4299999999999997,1.0,0.5,0.6931471805599453
A067,A067_2,2,Congruent,-0.94394547,0.2061241640685505,48.0,3.4299999999999997,29.91,0.03235198964736331,3.431079756144025
A067,A067_3,3,Congruent,-0.8267787,0.2061241640685505,48.0,3.4299999999999997,73.19,0.013478905512872355,4.306629370201435
A067,A067_4,4,Congruent,-1.2339065,0.2061241640685505,48.0,3.4299999999999997,144.19,0.00688752668916592,4.978043229495596
A068,A068_1,1,Congruent,1.0260569,0.2061241640685505,49.0,4.43,1.0,0.5,0.6931471805599453
A068,A068_2,2,Congruent,0.42495334,0.2061241640685505,49.0,4.43,30.49,0.031756113051762465,3.4496700351129332
A068,A068_3,3,Congruent,-0.061965823,0.2061241640685505,49.0,4.43,82.98,0.011907597046915932,4.430578675256047
A068,A068_4,4,Congruent,-0.30442154,0.2061241640685505,49.0,4.43,155.59,0.0063861038380484065,5.053630924557352
A069,A069_1,1,Congruent,-0.7663394,0.2061241640685505,46.0,1.4299999999999997,1.0,0.5,0.6931471805599453
A069,A069_2,2,Congruent,-0.6725282,0.2061241640685505,46.0,1.4299999999999997,24.96,0.03852080123266564,3.2565568918358894
A069,A069_3,3,Congruent,-1.5109428,0.2061241640685505,46.0,1.4299999999999997,79.75,0.01238390092879257,4.391357962102766
A069,A069_4,4,Congruent,-1.3962642,0.2061241640685505,46.0,1.4299999999999997,140.22,0.00708114997875655,4.950318958088201
A070,A070_1,1,Congruent,-0.10258464,0.2061241640685505,52.0,7.43,1.0,0.5,0.6931471805599453
A070,A070_2,2,Congruent,-0.30106032,0.2061241640685505,52.0,7.43,24.25,0.039603960396039604,3.228826155721369
A070,A070_3,3,Congruent,-0.8559272,0.2061241640685505,52.0,7.43,81.92,0.012059816690786299,4.417876287567579
A070,A070_4,4,Congruent,-0.83665365,0.2061241640685505,52.0,7.43,149.2,0.006657789613848203,5.011967739330034
A071,A071_1,1,Congruent,1.2530835,0.2061241640685505,50.0,5.43,1.0,0.5,0.6931471805599453
A071,A071_2,2,Congruent,0.3583971,0.2061241640685505,50.0,5.43,30.92,0.03132832080200501,3.463232772581608
A071,A071_3,3,Congruent,-1.6629909,0.2061241640685505,50.0,5.43,79.96,0.012351778656126484,4.3939552055391555
A071,A071_4,4,Congruent,-0.12990214,0.2061241640685505,50.0,5.43,153.27,0.006482141699617553,5.038704314023848
A072,A072_1,1,Congruent,-0.112263314,0.2061241640685505,50.0,5.43,1.0,0.5,0.6931471805599453
A072,A072_2,2,Congruent,1.1146743,0.2061241640685505,50.0,5.43,33.76,0.028768699654775607,3.548467300397191
A072,A072_3,3,Congruent,-0.5818319,0.2061241640685505,50.0,5.43,83.54,0.011828720132481665,4.437224795138644
A072,A072_4,4,Congruent,0.19786991,0.2061241640685505,50.0,5.43,154.89,0.0064147796523189434,5.04915063032459
A073,A073_1,1,Congruent,1.5546312,0.2061241640685505,51.0,6.43,1.0,0.5,0.6931471805599453
A073,A073_2,2,Congruent,-0.46244034,0.2061241640685505,51.0,6.43,66.66,0.014779781259237365,4.214495163352562
A073,A073_3,3,Congruent,0.36895004,0.2061241640685505,51.0,6.43,66.9,0.014727540500736375,4.21803603456465
A073,A073_4,4,Congruent,0.29205632,0.2061241640685505,51.0,6.43,140.12,0.007086167800453514,4.949610592258481
A074,A074_1,1,Congruent,0.18547921,0.2061241640685505,53.0,8.43,1.0,0.5,0.6931471805599453
A074,A074_2,2,Congruent,0.35892135,0.2061241640685505,53.0,8.43,29.33,0.032970656116056714,3.41213732170049
A074,A074_3,3,Congruent,-0.61961347,0.2061241640685505,53.0,8.43,73.02,0.013509862199405566,4.30433532695801
A074,A074_4,4,Congruent,1.3346335,0.2061241640685505,53.0,8.43,147.21,0.006747183051076176,4.998630186968824
A075,A075_1,1,Congruent,0.6350618,0.2061241640685505,53.0,8.43,1.0,0.5,0.6931471805599453
A075,A075_2,2,Congruent,1.2109066,0.2061241640685505,53.0,8.43,28.68,0.03369272237196765,3.39047341829918
A075,A075_3,3,Congruent,-1.8487816,0.2061241640685505,53.0,8.43,71.37,0.01381788033715628,4.281791848878036
A075,A075_4,4,Congruent,-0.0404494,0.2061241640685505,53.0,8.43,244.53,0.004072822058404269,5.5034191393614815
A076,A076_1,1,Congruent,0.04747704,0.2061241640685505,54.0,9.43,1.0,0.5,0.6931471805599453
A076,A076_2,2,Congruent,-0.67410386,0.2061241640685505,54.0,9.43,27.3,0.0353356890459364,3.342861804649192
A076,A076_3,3,Congruent,-1.2256078,0.2061241640685505,54.0,9.43,74.88,0.013178703215603585,4.3291531450668135
A076,A076_4,4,Congruent,-1.1056327,0.2061241640685505,54.0,9.43,149.28,0.006654245408570668,5.0125002207057685
A077,A077_1,1,Congruent,-0.44953594,0.2061241640685505,52.0,7.43,1.0,0.5,0.6931471805599453
A077,A077_2,2,Congruent,-0.08587926,0.2061241640685505,52.0,7.43,53.88,0.01822157434402332,4.00514898341763
A077,A077_3,3,Congruent,0.77865267,0.2061241640685505,52.0,7.43,78.36,0.012600806451612904,4.373994462976618
A077,A077_4,4,Congruent,0.90057325,0.2061241640685505,52.0,7.43,149.75,0.006633499170812604,5.015622835607295
A078,A078_1,1,Congruent,-0.85716176,0.2061241640685505,50.0,5.43,1.0,0.5,0.6931471805599453
A078,A078_2,2,Congruent,0.5926562,0.2061241640685505,50.0,5.43,26.17,0.0368052999631947,3.3021134234382563
A078,A078_3,3,Congruent,-0.6777786,0.2061241640685505,50.0,5.43,72.3,0.013642564802182811,4.294560608892605
A078,A078_4,4,Congruent,-0.75193495,0.2061241640685505,50.0,5.43,140.08,0.007088176920895945,4.949327105367852
A079,A079_1,1,Congruent,0.7172697,0.2061241640685505,50.0,5.43,1.0,0.5,0.6931471805599453
A079,A079_2,2,Congruent,0.38102,0.2061241640685505,50.0,5.43,26.11,0.03688675765400221,3.299902663510574
A079,A079_3,3,Congruent,0.5062731,0.2061241640685505,50.0,5.43,74.0,0.013333333333333334,4.31748811353631
A079,A079_4,4,Congruent,-0.3939758,0.2061241640685505,50.0,5.43,194.42,0.005117183502200389,5.275151088516197
A080,A080_1,1,Congruent,-0.33438247,0.2061241640685505,56.0,11.43,1.0,0.5,0.6931471805599453
A080,A080_2,2,Congruent,1.5502274,0.2061241640685505,56.0,11.43,29.03,0.0333000333000333,3.402196881995239
A080,A080_3,3,Congruent,0.23595619,0.2061241640685505,56.0,11.43,72.87,0.013537295248409367,4.302306791540646
A080,A080_4,4,Congruent,-1.6039006,0.2061241640685505,56.0,11.43,145.77,0.006813381481229133,4.988866735623107
A081,A081_1,1,Congruent,0.45815384,0.2061241640685505,55.0,10.43,1.0,0.5,0.6931471805599453
A081,A081_2,2,Congruent,0.5767118,0.2061241640685505,55.0,10.43,31.39,0.030873726458783574,3.477849733183238
A081,A081_3,3,Congruent,0.91994727,0.2061241640685505,55.0,10.43,80.13,0.01232589670898558,4.396052806406973
A081,A081_4,4,Congruent,0.3316827,0.2061241640685505,55.0,10.43,154.53,0.006429627724554748,5.046838639056468
A082,A082_1,1,Congruent,0.07705856,0.2061241640685505,58.0,13.43,1.0,0.5,0.6931471805599453
A082,A082_2,2,Congruent,1.2108388,0.2061241640685505,58.0,13.43,27.97,0.03451846738004833,3.366260811781259
A082,A082_3,3,Congruent,-0.06594768,0.2061241640685505,58.0,13.43,75.71,0.01303611002476861,4.3400320779712045
A082,A082_4,4,Congruent,-0.003309914,0.2061241640685505,58.0,13.43,170.25,0.00583941605839416,5.143124477142335
A083,A083_1,1,Congruent,1.1311928,0.2061241640685505,58.0,13.43,1.0,0.5,0.6931471805599453
A083,A083_2,2,Congruent,0.25453722,0.2061241640685505,58.0,13.43,25.15,0.03824091778202677,3.263849190510932
A083,A083_3,3,Congruent,-0.093894005,0.2061241640685505,58.0,13.43,74.3,0.013280212483399735,4.321480134805848
A083,A083_4,4,Congruent,0.7881295,0.2061241640685505,58.0,13.43,144.91,0.0068535398533342475,4.982989993275931
A084,A084_1,1,Congruent,0.4756749,0.2061241640685505,59.0,14.43,1.0,0.5,0.6931471805599453
A084,A084_2,2,Congruent,0.2026438,0.2061241640685505,59.0,14.43,27.25,0.035398230088495575,3.34109345759245
A084,A084_3,3,Congruent,1.1289612,0.2061241640685505,59.0,14.43,91.97,0.010756157900397977,4.532276860467767
A084,A084_4,4,Congruent,0.5236475,0.2061241640685505,59.0,14.43,162.51,0.006115833893951441,5.096874150546495
A085,A085_1,1,Congruent,0.1552031,0.2061241640685505,58.0,13.43,1.0,0.5,0.6931471805599453
A085,A085_2,2,Congruent,1.4983407,0.2061241640685505,58.0,13.43,24.51,0.03920031360250882,3.23907053215372
A085,A085_3,3,Congruent,0.59526086,0.2061241640685505,58.0,13.43,71.4,0.013812154696132596,4.282206299391671
A085,A085_4,4,Congruent,-0.18872286,0.2061241640685505,58.0,13.43,170.65,0.005825808330905913,5.145457519903701
A086,A086_1,1,Congruent,1.3480834,0.2061241640685505,58.0,13.43,1.0,0.5,0.6931471805599453
